,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
0,Chatham,41.74,-87.61167,Garrett Popcorn Shops,41.73653542012154,-87.60582914678206,Snack Place
1,Chatham,41.74,-87.61167,Red Peppers,41.73660916362793,-87.61324808537016,Lounge
2,Chatham,41.74,-87.61167,Dat Donut,41.74411303511134,-87.6048155946986,Donut Shop
3,Chatham,41.74,-87.61167,Dunkin',41.73674056104464,-87.61256230679408,Donut Shop
4,Chatham,41.74,-87.61167,Licorice,41.73652480217359,-87.60936098358064,Bar
5,Chatham,41.74,-87.61167,Walgreens,41.7381383,-87.6055569,Pharmacy
6,Chatham,41.74,-87.61167,Uncle Johns Barbeque,41.74420258699965,-87.60491536281985,BBQ Joint
7,Chatham,41.74,-87.61167,Mather's More than a Café,41.74354813240095,-87.62308852253378,Café
8,Chatham,41.74,-87.61167,City Life Cocktail Lounge,41.7441364757717,-87.60687643461253,Lounge
9,Chatham,41.74,-87.61167,Kam's Chop Suey,41.74333,-87.623933,Chinese Restaurant
10,Chatham,41.74,-87.61167,Tropical Island Delight,41.75112543080718,-87.6104411141729,African Restaurant
11,Chatham,41.74,-87.61167,Foot Locker,41.736977335115846,-87.60452315211296,Shoe Store
12,Chatham,41.74,-87.61167,Dukes Lounge,41.750991493055956,-87.62032869576804,Bar
13,Chatham,41.74,-87.61167,Subway,41.73691522509416,-87.60599702058244,Sandwich Place
14,Chatham,41.74,-87.61167,Dollar Tree,41.739692,-87.604546,Discount Store
15,Chatham,41.74,-87.61167,Nike Factory Store,41.7399593,-87.6053736,Sporting Goods Shop
16,Chatham,41.74,-87.61167,Yassa African Restaurant,41.751258333543134,-87.60704995847509,African Restaurant
17,Chatham,41.74,-87.61167,Uncle Joe's Tropical Dining,41.745351,-87.6050841,Caribbean Restaurant
18,Chatham,41.74,-87.61167,Captain Hooks Fish & Chicken,41.73881356145254,-87.60535658464372,Fast Food Restaurant
19,Chatham,41.74,-87.61167,Sistar Beauty Supply,41.73318206185718,-87.62606919576885,Health & Beauty Service
20,Chatham,41.74,-87.61167,Steak Hoagy Sweet and More,41.74597930908203,-87.6053695678711,Sandwich Place
21,Chatham,41.74,-87.61167,The Children's Place,41.737084,-87.605871,Kids Store
22,Chatham,41.74,-87.61167,Chase Bank,41.737167,-87.605899,Bank
23,Chatham,41.74,-87.61167,Harold's Chicken Shack,41.750917786762905,-87.60481881284288,Fried Chicken Joint
24,Chatham,41.74,-87.61167,Chipotle Mexican Grill,41.73579185673286,-87.6259547973151,Fast Food Restaurant
25,Chatham,41.74,-87.61167,Redbox,41.737961999999996,-87.605523,Video Store
26,Chatham,41.74,-87.61167,Pepe's Mexican Restaurant,41.74349950079808,-87.60468778135156,Mexican Restaurant
27,Chatham,41.74,-87.61167,SUBWAY,41.74328467807974,-87.62417905116274,Sandwich Place
28,Chatham,41.74,-87.61167,Tip Top Nails,41.75111005052947,-87.60662786401811,Spa
29,Chatham,41.74,-87.61167,Dock's Fish,41.73657341880414,-87.62671112932779,Seafood Restaurant
30,Chatham,41.74,-87.61167,Starbucks,41.73647084132976,-87.62873432573538,Coffee Shop
31,Chatham,41.74,-87.61167,GameStop,41.738873999999996,-87.605588,Video Game Store
32,Chatham,41.74,-87.61167,Dollar Tree,41.73725019672919,-87.62855029152016,Discount Store
33,Chatham,41.74,-87.61167,Lane Bryant,41.737084,-87.605871,Women's Store
34,Chatham,41.74,-87.61167,GNC,41.7358039421226,-87.62606863223505,Supplement Shop
35,Chatham,41.74,-87.61167,The Rink,41.73719240137301,-87.59659326608738,Athletics & Sports
36,Chatham,41.74,-87.61167,Grand Chinese Kitchen,41.73642103701242,-87.62726666144185,Chinese Restaurant
37,Chatham,41.74,-87.61167,Red Snapper,41.744112,-87.61435,Fast Food Restaurant
38,Chatham,41.74,-87.61167,Pepe's Mexican Restaurant,41.750889642351176,-87.62011481566915,Mexican Restaurant
39,Chatham,41.74,-87.61167,Sizzlin Skillets,41.737407,-87.604502,American Restaurant
40,Chatham,41.74,-87.61167,Family Dollar,41.73669034865703,-87.61500640631137,Discount Store
41,Chatham,41.74,-87.61167,Baskin-Robbins,41.736760031397885,-87.6125880509262,Ice Cream Shop
42,Chatham,41.74,-87.61167,See Thru Chinese Kitchen,41.74230210397732,-87.60473017607598,Chinese Restaurant
43,Chatham,41.74,-87.61167,Subway,41.751553516491555,-87.60542732329861,Sandwich Place
44,Chatham,41.74,-87.61167,Family Dollar,41.751260153724914,-87.6123244435371,Discount Store
45,Chatham,41.74,-87.61167,LA Fitness,41.73733723329768,-87.62584626298302,Gym / Fitness Center
46,Chatham,41.74,-87.61167,Shell,41.743906130460296,-87.62396518983023,Gas Station
47,Chatham,41.74,-87.61167,New China Express,41.737084,-87.605871,Chinese Restaurant
48,Chatham,41.74,-87.61167,Sharks Fish & Chicken,41.75128,-87.621041,Seafood Restaurant
49,Chatham,41.74,-87.61167,Turkey Burger Grill,41.75110459327698,-87.6200920343399,Burger Joint
50,Chatham,41.74,-87.61167,AT&T,41.73716982842508,-87.6053088742571,Mobile Phone Shop
51,Chatham,41.74,-87.61167,Subway,41.73653800247999,-87.62708961591972,Sandwich Place
52,Chatham,41.74,-87.61167,Jewel-Osco,41.7351686,-87.6275049,Supermarket
53,Chatham,41.74,-87.61167,Firehouse Steak,41.7363784509162,-87.6272253048741,Steakhouse
54,Chatham,41.74,-87.61167,Chatham Food Market,41.75105387430098,-87.61706871346482,Food & Drink Shop
55,Chatham,41.74,-87.61167,Shell,41.73663673366693,-87.62389228114515,Gas Station
56,Chatham,41.74,-87.61167,87th & King Drive,41.734903851175766,-87.61498129620918,Intersection
57,Chatham,41.74,-87.61167,Millers Pub,41.734899082124855,-87.61500046403452,Gastropub
58,Chatham,41.74,-87.61167,Wendy’s,41.735497,-87.626076,Fast Food Restaurant
59,Chatham,41.74,-87.61167,Billy's Gyros,41.75138501124632,-87.60522418904775,Fast Food Restaurant
60,Chatham,41.74,-87.61167,Tuley (Murray) Park,41.72882753774143,-87.6145550529443,Park
61,Chatham,41.74,-87.61167,Dunkin',41.73652505861782,-87.62760211417293,Donut Shop
62,Chatham,41.74,-87.61167,Port of Chicago,41.74148344568174,-87.62494070483604,Harbor / Marina
63,Chatham,41.74,-87.61167,Dixon (Lorraine) Park,41.733020272016795,-87.60189056396484,Park
64,Chatham,41.74,-87.61167,CTA - 87th,41.735875009898834,-87.62470933679147,Train Station
65,Chatham,41.74,-87.61167,Metra - 83rd Street (Avalon Park),41.744701921416635,-87.59853309285691,Train Station
66,Chatham,41.74,-87.61167,Footaction,41.73766584319752,-87.62695044279093,Sporting Goods Shop
67,Chatham,41.74,-87.61167,Orbit fish and chicken,41.72934174559033,-87.60475908243076,Fast Food Restaurant
68,Chatham,41.74,-87.61167,Metra - 91st Street (Chesterfield),41.73007881915328,-87.60196241591079,Train Station
69,Chatham,41.74,-87.61167,Sister Beauty,41.733418032200724,-87.62587580541887,Cosmetics Shop
70,Chatham,41.74,-87.61167,Burlington,41.734126002174904,-87.62691059591033,Department Store
71,Chatham,41.74,-87.61167,Avenue,41.73750686645508,-87.6283187866211,Women's Store
72,Chatham,41.74,-87.61167,Simply Fashion,41.73512649536133,-87.62776947021484,Clothing Store
73,Chatham,41.74,-87.61167,Beauty One,41.734489,-87.627427,Cosmetics Shop
74,Chatham,41.74,-87.61167,Rainbow Shops,41.734489,-87.627427,Women's Store
75,Chatham,41.74,-87.61167,Dtlr,41.736146176209076,-87.62853639933384,Shoe Store
76,Chatham,41.74,-87.61167,Dots,41.736199324516036,-87.62872437022004,Women's Store
77,Chatham,41.74,-87.61167,Beggars,41.731028932609114,-87.62484430162644,Pizza Place
78,Chatham,41.74,-87.61167,McDonald's,41.736099676758215,-87.62295261025423,Fast Food Restaurant
79,Austin,41.9,-87.76,3 D's Jerk Chicken Restaurant,41.909239,-87.758877,Caribbean Restaurant
80,Austin,41.9,-87.76,Planet Fitness,41.90874001489958,-87.74913133422362,Gym / Fitness Center
81,Austin,41.9,-87.76,Coleman's BBQ,41.89493566784393,-87.76993986303171,BBQ Joint
82,Austin,41.9,-87.76,Jerk Taco Stand,41.891579,-87.745923,African Restaurant
83,Austin,41.9,-87.76,Wendy’s,41.909245,-87.748784,Fast Food Restaurant
84,Austin,41.9,-87.76,Dunkin',41.894616447678025,-87.75588098093237,Donut Shop
85,Austin,41.9,-87.76,Baskin-Robbins,41.90910976597372,-87.76873111311227,Ice Cream Shop
86,Austin,41.9,-87.76,M&M Quick Foods,41.902245522599344,-87.77509234187787,Convenience Store
87,Austin,41.9,-87.76,Save-A-Lot,41.909088307258024,-87.7654626296966,Grocery Store
88,Austin,41.9,-87.76,Subway,41.90202198211986,-87.76646389596925,Sandwich Place
89,Austin,41.9,-87.76,El Gran Burrito,41.909481326737364,-87.76692692892306,Mexican Restaurant
90,Austin,41.9,-87.76,Family Dollar,41.895162,-87.761066,Discount Store
91,Austin,41.9,-87.76,G & N Breakfast,41.90978391806362,-87.75285713360934,American Restaurant
92,Austin,41.9,-87.76,GameStop,41.90852020471447,-87.74624222518443,Video Game Store
93,Austin,41.9,-87.76,Dollar Tree,41.9091,-87.763155,Discount Store
94,Austin,41.9,-87.76,Family Dollar,41.901926,-87.76463199999999,Discount Store
95,Austin,41.9,-87.76,Dollar General,41.90951007049121,-87.76196831530389,Discount Store
96,Austin,41.9,-87.76,Ross Dress for Less,41.908276,-87.748693,Clothing Store
97,Austin,41.9,-87.76,GNC,41.9081916809082,-87.74620819091797,Supplement Shop
98,Austin,41.9,-87.76,Forman Mills,41.90750539630273,-87.74719406515868,Clothing Store
99,Austin,41.9,-87.76,Walgreens,41.90897237384005,-87.76668548583984,Pharmacy
100,Austin,41.9,-87.76,Popeyes Louisiana Kitchen,41.90964396468771,-87.76332029674641,Fried Chicken Joint
101,Austin,41.9,-87.76,La Follette Park,41.90486422956929,-87.75357484817505,Park
102,Austin,41.9,-87.76,Food 4 Less,41.9083862,-87.7469177,Grocery Store
103,Austin,41.9,-87.76,Enterprise Rent-A-Car,41.8944478,-87.7760982,Rental Car Location
104,Austin,41.9,-87.76,Dunkin',41.90910607966739,-87.76871614542102,Donut Shop
105,Austin,41.9,-87.76,Subway,41.90826599421111,-87.74663282209013,Sandwich Place
106,Austin,41.9,-87.76,Sam's Discount Beauty,41.89496540120978,-87.76107548584324,Salon / Barbershop
107,Austin,41.9,-87.76,White Castle,41.90971889215515,-87.76635770346778,Fast Food Restaurant
108,Austin,41.9,-87.76,Golden Hook Fish and Chicken,41.89488745575887,-87.75580778779664,Seafood Restaurant
109,Austin,41.9,-87.76,Abe & Tommie's Carry Out,41.894693,-87.753596,Fast Food Restaurant
110,Austin,41.9,-87.76,Gilley's Cafe,41.894506,-87.767486,Café
111,Austin,41.9,-87.76,Sweet Clover Park,41.892758,-87.754626,Park
112,Austin,41.9,-87.76,Coleman's No 2 Hickory,41.894797,-87.769437,Food
113,Austin,41.9,-87.76,Peeples Taco,41.89478584252556,-87.7742400306488,Mexican Restaurant
114,Austin,41.9,-87.76,Joye Chinese,41.894711,-87.746995,Chinese Restaurant
115,Austin,41.9,-87.76,Sanford Foods,41.889469146728516,-87.75494384765625,Grocery Store
116,Austin,41.9,-87.76,YMCA,41.88937477695343,-87.76485791086438,Gym
117,Austin,41.9,-87.76,Chicago Sub,41.89493116499006,-87.7460643538801,Sandwich Place
118,Austin,41.9,-87.76,Currency Exchange,41.89499909665083,-87.74581617404431,Currency Exchange
119,Austin,41.9,-87.76,Cicero/Chicago Ave bus #54 South,41.894848,-87.745728,Fast Food Restaurant
120,Austin,41.9,-87.76,Austin pantry,41.89671933294057,-87.77541973464967,Convenience Store
121,Austin,41.9,-87.76,Bush Food Mart,41.894769000000004,-87.74557800000001,Wine Bar
122,Austin,41.9,-87.76,Levin (John) Park,41.887757,-87.762024,Park
123,Austin,41.9,-87.76,Elemental Yoga Studio,41.89789765940957,-87.77655186081384,Yoga Studio
124,Austin,41.9,-87.76,Austin Town Hall Park,41.88807425831326,-87.76544340856417,Park
125,Austin,41.9,-87.76,Derby Lite,41.89489502055951,-87.77604918464063,Gym / Fitness Center
126,Austin,41.9,-87.76,TCF Bank ATM,41.88745358387983,-87.75491729378706,ATM
127,Austin,41.9,-87.76,CTA Bus Stop 11584,41.887406810740295,-87.76539363943724,Bus Station
128,Austin,41.9,-87.76,CTA - Laramie,41.88714343944254,-87.75509297243075,Train Station
129,Austin,41.9,-87.76,Jack's Famous Wings,41.88698,-87.7647,Wings Joint
130,Beverly,41.71,-87.68,Nicky's Grill and Yogurt Oasis,41.70654919383333,-87.68148784918976,Burger Joint
131,Beverly,41.71,-87.68,Fox's Beverly Pub,41.712072871168544,-87.6822128087495,Pizza Place
132,Beverly,41.71,-87.68,Janson's Drive-In,41.7134776839537,-87.68221259071515,Hot Dog Joint
133,Beverly,41.71,-87.68,Bev Art Brewer & Wine Maker Supply,41.71088512355827,-87.68150529826363,Hobby Shop
134,Beverly,41.71,-87.68,Ain't She Sweet Cafe,41.713295453128154,-87.68193133816253,Sandwich Place
135,Beverly,41.71,-87.68,Dunkin',41.715176,-87.68229,Donut Shop
136,Beverly,41.71,-87.68,Swanson's Deli,41.70664,-87.682406,Deli / Bodega
137,Beverly,41.71,-87.68,Bookie's - New & Used Books,41.706154692451626,-87.68257051981267,Bookstore
138,Beverly,41.71,-87.68,Franconello's,41.707552006876035,-87.68192719639825,Italian Restaurant
139,Beverly,41.71,-87.68,Horse Thief Hollow,41.70385956840016,-87.68172681050481,Brewery
140,Beverly,41.71,-87.68,Running Excels,41.705448,-87.681983,Shoe Store
141,Beverly,41.71,-87.68,Walgreens,41.70625115294874,-87.68115355515616,Pharmacy
142,Beverly,41.71,-87.68,Barney Callaghan's Pub,41.70026065596406,-87.68169681064802,Pub
143,Beverly,41.71,-87.68,Hearty Cafe Pancake House,41.71828383517451,-87.68170062728929,Breakfast Spot
144,Beverly,41.71,-87.68,3d Design Nail Spa,41.71437456614021,-87.68233056240332,Spa
145,Beverly,41.71,-87.68,Mr. Submarine,41.70251618586246,-87.68122845785558,Sandwich Place
146,Beverly,41.71,-87.68,Ken's,41.70201207716545,-87.68163087030918,Bar
147,Beverly,41.71,-87.68,Buona,41.6997766,-87.6810934,Italian Restaurant
148,Beverly,41.71,-87.68,Starbucks,41.70644562616124,-87.6705152712276,Coffee Shop
149,Beverly,41.71,-87.68,Mariano's Fresh Market,41.7197527,-87.6879037,Grocery Store
150,Beverly,41.71,-87.68,Whole Foods Market,41.7191,-87.68199,Grocery Store
151,Beverly,41.71,-87.68,End Zone Tap,41.710839427697806,-87.68187541185063,Sports Bar
152,Beverly,41.71,-87.68,Planet Fitness,41.72059666700645,-87.68379661771509,Gym / Fitness Center
153,Beverly,41.71,-87.68,Ulta Beauty - Curbside Pickup Only,41.7173136,-87.6843699,Cosmetics Shop
154,Beverly,41.71,-87.68,Calabria Imports,41.706577848561814,-87.66947013240659,Gourmet Shop
155,Beverly,41.71,-87.68,CVS pharmacy,41.706674035833835,-87.67022204747694,Pharmacy
156,Beverly,41.71,-87.68,Raising Cane's Chicken Fingers,41.71827779859489,-87.68246331632146,Fried Chicken Joint
157,Beverly,41.71,-87.68,Five Below,41.7165540254932,-87.68455313988113,Discount Store
158,Beverly,41.71,-87.68,Starbucks,41.71873945708254,-87.68266406576019,Coffee Shop
159,Beverly,41.71,-87.68,DSW Designer Shoe Warehouse,41.7163411,-87.6844882,Shoe Store
160,Beverly,41.71,-87.68,Pizzeria Deepo,41.71391854187988,-87.66716251127649,Pizza Place
161,Beverly,41.71,-87.68,MOD Pizza,41.7195865,-87.68261415,Pizza Place
162,Beverly,41.71,-87.68,Sean's Rhino Bar,41.70542757289546,-87.68185935041042,Pub
163,Beverly,41.71,-87.68,Giordano's Famous Stuffed Pizza,41.718612,-87.681529,Pizza Place
164,Beverly,41.71,-87.68,Potbelly Sandwich Shop,41.71948982238614,-87.68262673743436,Sandwich Place
165,Beverly,41.71,-87.68,Top-Notch Beefburgers,41.72128065522127,-87.67538223208113,Burger Joint
166,Beverly,41.71,-87.68,Ridge Park,41.71837836484561,-87.66792107764726,Park
167,Beverly,41.71,-87.68,Giordano's,41.71862390280619,-87.68150524066186,Pizza Place
168,Beverly,41.71,-87.68,T.J. Maxx,41.7170232,-87.6845257,Department Store
169,Beverly,41.71,-87.68,Dicola's Seafood,41.697512644759534,-87.68166034343527,Seafood Restaurant
170,Beverly,41.71,-87.68,Bath & Body Works,41.71907424926758,-87.68206024169922,Cosmetics Shop
171,Beverly,41.71,-87.68,Five Guys,41.7212079,-87.6829969,Burger Joint
172,Beverly,41.71,-87.68,Original Pancake House,41.70355507595085,-87.68130496964307,Breakfast Spot
173,Beverly,41.71,-87.68,Southtown Health Foods,41.721257,-87.674822,Grocery Store
174,Beverly,41.71,-87.68,Vitamin Shoppe,41.720616,-87.68475600000001,Supplement Shop
175,Beverly,41.71,-87.68,Fontano's subs,41.72090854313916,-87.67688411816074,Deli / Bodega
176,Beverly,41.71,-87.68,Taqueria Valparaiso,41.702426699769134,-87.68172432698529,Mexican Restaurant
177,Beverly,41.71,-87.68,Harte's,41.71374428652224,-87.68341135707338,Bar
178,Beverly,41.71,-87.68,Dollar Tree,41.72097258527675,-87.68041478192562,Discount Store
179,Beverly,41.71,-87.68,Baskin-Robbins,41.715178,-87.682284,Ice Cream Shop
180,Beverly,41.71,-87.68,Sally Beauty,41.72330038560595,-87.6829591463282,Cosmetics Shop
181,Beverly,41.71,-87.68,7-Eleven,41.7060439021121,-87.6826934516429,Convenience Store
182,Beverly,41.71,-87.68,SUBWAY,41.71411796583244,-87.68236931868819,Sandwich Place
183,Beverly,41.71,-87.68,Wendy’s,41.714120282640685,-87.68154814839363,Fast Food Restaurant
184,Beverly,41.71,-87.68,Petco,41.71775817871094,-87.68208312988281,Pet Store
185,Beverly,41.71,-87.68,Cork & Kerry,41.70043851363553,-87.68166443888965,Bar
186,Beverly,41.71,-87.68,Brewbakers,41.70491947684996,-87.68179901080171,Bar
187,Beverly,41.71,-87.68,T-Mobile,41.71958956494679,-87.6826144987063,Mobile Phone Shop
188,Beverly,41.71,-87.68,Lane Bryant,41.71924317278478,-87.6830299813329,Women's Store
189,Beverly,41.71,-87.68,Sam's Club,41.722775164045665,-87.68472962244842,Warehouse Store
190,Beverly,41.71,-87.68,Shell,41.71219,-87.681337,Gas Station
191,Beverly,41.71,-87.68,Burlington,41.71976089477539,-87.68208312988281,Department Store
192,Beverly,41.71,-87.68,PNC Bank,41.698781,-87.680916,Bank
193,Beverly,41.71,-87.68,PetSmart,41.7197176,-87.6891897,Pet Store
194,Beverly,41.71,-87.68,GNC,41.721447999999995,-87.680277,Supplement Shop
195,Beverly,41.71,-87.68,GameStop,41.721447999999995,-87.680277,Video Game Store
196,Beverly,41.71,-87.68,Redbox,41.70684,-87.670073,Video Store
197,Beverly,41.71,-87.68,Popeyes Louisiana Kitchen,41.72063808592131,-87.69065335284803,Fried Chicken Joint
198,Beverly,41.71,-87.68,Enterprise Rent-A-Car,41.717897,-87.682445,Rental Car Location
199,Beverly,41.71,-87.68,Carson Pirie Scott,41.71668504950551,-87.68381595611572,Department Store
200,Beverly,41.71,-87.68,KFC,41.703939338531804,-87.68119291530331,Fried Chicken Joint
201,Beverly,41.71,-87.68,Dunkin',41.70436850876305,-87.68105330365279,Donut Shop
202,Beverly,41.71,-87.68,Chase Bank,41.72143,-87.680294,Bank
203,Beverly,41.71,-87.68,SUBWAY,41.7063924,-87.6692674,Sandwich Place
204,Beverly,41.71,-87.68,White Castle,41.72063331779997,-87.68737264190999,Fast Food Restaurant
205,Beverly,41.71,-87.68,Dinger's,41.69980353350931,-87.68154134794304,Bar
206,Beverly,41.71,-87.68,Verizon,41.718850320832054,-87.68266636627084,Mobile Phone Shop
207,Beverly,41.71,-87.68,Panda Express,41.720109,-87.681719,Chinese Restaurant
208,Beverly,41.71,-87.68,Beverly Bakery Café & Coffee Roasters,41.70186128543693,-87.68173515917955,Café
209,Beverly,41.71,-87.68,David's Bridal,41.7192663,-87.6837231,Bridal Shop
210,Beverly,41.71,-87.68,Subway,41.72285079956055,-87.68482208251953,Sandwich Place
211,Beverly,41.71,-87.68,Harold's Chicken,41.720692,-87.681125,Fried Chicken Joint
212,Beverly,41.71,-87.68,Firestone Complete Auto Care,41.71944487,-87.68152921,Automotive Shop
213,Beverly,41.71,-87.68,ALDI,41.7197277,-87.6866526,Supermarket
214,Beverly,41.71,-87.68,AT&T,41.7206344,-87.6817016,Mobile Phone Shop
215,Beverly,41.71,-87.68,Metra - Beverly Hills / 103rd Street,41.70610463887809,-87.66907199586132,Train Station
216,Beverly,41.71,-87.68,OfficeMax,41.721301,-87.689418,Paper / Office Supplies Store
217,Beverly,41.71,-87.68,McDonald's,41.721367230664775,-87.68778598527679,Fast Food Restaurant
218,Beverly,41.71,-87.68,Barnard Park,41.7035124301466,-87.66977986835644,Park
219,Beverly,41.71,-87.68,Andriana Furs,41.720729,-87.677378,Women's Store
220,Beverly,41.71,-87.68,Barraco's Beverly,41.720729999999996,-87.67506,Italian Restaurant
221,Beverly,41.71,-87.68,Southtown Health Food,41.72123058432422,-87.67485938896596,Juice Bar
222,Beverly,41.71,-87.68,PetSmart,41.72010353904464,-87.68903817843747,Bathing Area
223,Beverly,41.71,-87.68,Paris Hair Salon,41.72104181950773,-87.67129188569095,Cosmetics Shop
224,Beverly,41.71,-87.68,Casual Male XL,41.720608,-87.68968199999999,Men's Store
225,Morgan Park,41.69,-87.67,19 Paul,41.690543,-87.664052,BBQ Joint
226,Morgan Park,41.69,-87.67,Open Outcry Brewing,41.694383469846436,-87.68136078762087,Brewery
227,Morgan Park,41.69,-87.67,Manzo's,41.691455,-87.68079200000001,Burger Joint
228,Morgan Park,41.69,-87.67,Beverly Arts Center,41.691554563263104,-87.6816558584136,Art Museum
229,Morgan Park,41.69,-87.67,Black Cat Lounge,41.6850267430028,-87.6631480552301,Lounge
230,Morgan Park,41.69,-87.67,Dollar Tree,41.68258180939997,-87.66353702364002,Discount Store
231,Morgan Park,41.69,-87.67,Beverly Records,41.68228742737537,-87.6809990403422,Record Shop
232,Morgan Park,41.69,-87.67,County Fair Foods,41.69633545719375,-87.68164942186039,Grocery Store
233,Morgan Park,41.69,-87.67,Buona,41.6997766,-87.6810934,Italian Restaurant
234,Morgan Park,41.69,-87.67,Lumes Pancake House,41.682420569355905,-87.68059953152884,Breakfast Spot
235,Morgan Park,41.69,-87.67,Barney Callaghan's Pub,41.70026065596406,-87.68169681064802,Pub
236,Morgan Park,41.69,-87.67,O'Rourke's Office,41.69207521241294,-87.68144461389085,Bar
237,Morgan Park,41.69,-87.67,Morgan Park Sports Center,41.68426600235945,-87.68080533074203,Skating Rink
238,Morgan Park,41.69,-87.67,Milano's Pizza,41.694285,-87.680798,Pizza Place
239,Morgan Park,41.69,-87.67,Morgan Park H.S. Track,41.692269685127336,-87.66347604526354,Track
240,Morgan Park,41.69,-87.67,Panda Express,41.677726664143066,-87.66424936474395,Chinese Restaurant
241,Morgan Park,41.69,-87.67,Ada Park,41.691276507748036,-87.65416559668778,Park
242,Morgan Park,41.69,-87.67,Dicola's Seafood,41.697512644759534,-87.68166034343527,Seafood Restaurant
243,Morgan Park,41.69,-87.67,Jewel-Osco,41.6804615,-87.6641029,Supermarket
244,Morgan Park,41.69,-87.67,LA Fitness,41.68381427952789,-87.66318226295317,Gym
245,Morgan Park,41.69,-87.67,Kennedy Park,41.687110940711,-87.68368721008301,Playground
246,Morgan Park,41.69,-87.67,CVS pharmacy,41.69241444069129,-87.68104555629743,Pharmacy
247,Morgan Park,41.69,-87.67,Charter Fitness,41.69141433479083,-87.68563952970297,Gym / Fitness Center
248,Morgan Park,41.69,-87.67,Fairplay,41.69167836346219,-87.6800451906159,Grocery Store
249,Morgan Park,41.69,-87.67,Home Of The Hoagy,41.692268426461204,-87.65515951479624,Sandwich Place
250,Morgan Park,41.69,-87.67,Marshfield Plaza,41.68197172774079,-87.65751295814647,Shopping Mall
251,Morgan Park,41.69,-87.67,Pepe's Mexican Restaraunt,41.68105588929882,-87.68097524472334,Mexican Restaurant
252,Morgan Park,41.69,-87.67,Nail Works,41.6781125672296,-87.66564534943178,Nail Salon
253,Morgan Park,41.69,-87.67,Home Run Inn Pizza - Beverly,41.6953,-87.68127,Pizza Place
254,Morgan Park,41.69,-87.67,U.S. Bank,41.69020462,-87.68139648,Bank
255,Morgan Park,41.69,-87.67,Ellies Cafe,41.69917371689465,-87.66892597987966,Café
256,Morgan Park,41.69,-87.67,Waldo Cooney's,41.691995,-87.681848,Pizza Place
257,Morgan Park,41.69,-87.67,The Children's Place,41.681476,-87.664167,Kids Store
258,Morgan Park,41.69,-87.67,PNC Bank,41.698781,-87.680916,Bank
259,Morgan Park,41.69,-87.67,Old Navy,41.6810235,-87.6642394,Clothing Store
260,Morgan Park,41.69,-87.67,Burlington,41.681417772639776,-87.66365667640129,Department Store
261,Morgan Park,41.69,-87.67,Marshalls,41.682301,-87.663923,Department Store
262,Morgan Park,41.69,-87.67,T-Mobile,41.677865574667,-87.6640529931683,Mobile Phone Shop
263,Morgan Park,41.69,-87.67,Wingstop,41.67783671958044,-87.66442962069816,Wings Joint
264,Morgan Park,41.69,-87.67,America's Best Contacts & Eyeglasses,41.681476,-87.664167,Optical Shop
265,Morgan Park,41.69,-87.67,GameStop,41.67766189575195,-87.66384887695312,Video Game Store
266,Morgan Park,41.69,-87.67,Fifth Third Bank & ATM,41.677858377037744,-87.66299263404107,Bank
267,Morgan Park,41.69,-87.67,SUBWAY,41.67777789397598,-87.66405094012555,Sandwich Place
268,Morgan Park,41.69,-87.67,See Thru Chinese Kitchen,41.694285,-87.680798,Chinese Restaurant
269,Morgan Park,41.69,-87.67,Fairplay,41.69172669348905,-87.6797974852159,Market
270,Morgan Park,41.69,-87.67,Dinger's,41.69980353350931,-87.68154134794304,Bar
271,Morgan Park,41.69,-87.67,Best Bar-B-Que,41.685015412108896,-87.66346673873248,BBQ Joint
272,Morgan Park,41.69,-87.67,Chili's Grill & Bar,41.6777098,-87.6658575,Tex-Mex Restaurant
273,Morgan Park,41.69,-87.67,McNally's,41.69077083850693,-87.68133731357919,Bar
274,Morgan Park,41.69,-87.67,DebtStoppers,41.691455,-87.68079200000001,Lawyer
275,Morgan Park,41.69,-87.67,Metra - Beverly Hills / 107th Street,41.6987117024674,-87.66960235826923,Train
276,Morgan Park,41.69,-87.67,Kennedy (Dennis) Park,41.687462221530716,-87.68163389390983,Park
277,Morgan Park,41.69,-87.67,J & J Fish & Chicken,41.694285,-87.680798,Fast Food Restaurant
278,Morgan Park,41.69,-87.67,Mr Swiftys Dry Cleaning,41.69319309376327,-87.6815450990595,Dry Cleaner
279,Morgan Park,41.69,-87.67,Shoe Time,41.681476,-87.664167,Shoe Store
280,Morgan Park,41.69,-87.67,Joey’s Red Hots,41.68420565354716,-87.68123035824719,Fast Food Restaurant
281,Morgan Park,41.69,-87.67,Ridge Historical Socierty,41.7005,-87.6716,Museum
282,Morgan Park,41.69,-87.67,Lamb (Harold) Park,41.695188,-87.657236,Park
283,Morgan Park,41.69,-87.67,Crescent Park,41.69892510724351,-87.68055550741565,Park
284,Morgan Park,41.69,-87.67,Fairplay Finer Foods,41.69172404759035,-87.6538669372808,Grocery Store
285,Morgan Park,41.69,-87.67,Sharks Fish & Chicken,41.67722702026367,-87.66485595703125,Fried Chicken Joint
286,Morgan Park,41.69,-87.67,Best Truckin BBQ,41.70018932324812,-87.68172536301739,Food Truck
287,Woodlawn,41.78,-87.6,Robust Coffee Lounge,41.780358,-87.596387,Coffee Shop
